language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.82  T=0.17 s (324.7 files/s, 154064.4 lines/s)"
XML,./BencineraTCP/Surtidorr/nbproject/jfx-impl_backup_3.xml,214,117,3866
XML,./BencineraTCP/Surtidorr/nbproject/jfx-impl_backup.xml,208,116,3725
XML,./BencineraTCP/Surtidorr/nbproject/jfx-impl_backup_5.xml,208,116,3683
JavaScript,./BencineraTCP/Sucursal/dist/web-files/dtjava.js,446,1122,2390
XML,./BencineraTCP/CasaMatriz/nbproject/build-impl.xml,3,135,1631
XML,./BencineraTCP/Sucursal/nbproject/build-impl.xml,3,135,1631
XML,./BencineraTCP/Surtidorr/nbproject/build-impl.xml,3,135,1631
Java,./BencineraTCP/Sucursal/src/sucursal/BaseDeDatos.java,44,89,307
Java,./BencineraTCP/CasaMatriz/src/casamatriz/FXMLDocumentController.java,33,16,271
Java,./BencineraTCP/CasaMatriz/src/casamatriz/servidor/BaseDatos.java,30,17,269
Java,./BencineraTCP/Sucursal/src/sucursal/Worker.java,42,13,217
Java,./BencineraTCP/Surtidorr/src/surtidorr/FXMLDocumentController.java,37,12,202
Java,./BencineraTCP/Surtidorr/src/surtidorr/Cliente.java,19,14,140
Java,./BencineraTCP/Sucursal/src/sucursal/FXMLDocumentController.java,29,12,136
Java,./BencineraTCP/CasaMatriz/src/casamatriz/servidor/Worker.java,14,12,135
Java,./BencineraTCP/Sucursal/src/sucursal/Cliente.java,19,10,108
FXML,./BencineraTCP/CasaMatriz/src/casamatriz/FXMLDocument.fxml,2,0,98
Java,./BencineraTCP/CasaMatriz/src/casamatriz/FXMLReportesController.java,9,14,97
FXML,./BencineraTCP/Surtidorr/src/surtidorr/FXMLDocument.fxml,2,0,84
Java,./BencineraTCP/Sucursal/src/sucursal/Servidor.java,28,9,80
Java,./BencineraTCP/CasaMatriz/src/casamatriz/servidor/Servidor.java,14,12,72
FXML,./BencineraTCP/Sucursal/src/sucursal/FXMLDocument.fxml,2,0,64
Java,./BencineraTCP/CasaMatriz/src/sucursal/Transaccion.java,19,9,63
Java,./BencineraTCP/Surtidorr/src/sucursal/Transaccion.java,19,9,63
Java,./BencineraTCP/Sucursal/src/sucursal/Transaccion.java,21,9,63
Java,./BencineraTCP/CasaMatriz/src/sucursal/Informacion.java,19,9,59
Java,./BencineraTCP/Surtidorr/src/surtidorr/Surtidorr.java,8,13,58
Java,./BencineraTCP/CasaMatriz/src/casamatriz/Cliente.java,10,12,57
SQL,./BencineraTCP/sucursal_dump.sql,44,57,55
Java,./BencineraTCP/Surtidorr/src/sucursal/Informacion.java,16,9,51
Java,./BencineraTCP/Surtidorr/src/surtidorr/ClienteV0.java,8,11,50
Java,./BencineraTCP/Sucursal/src/sucursal/Sucursal.java,6,13,46
FXML,./BencineraTCP/CasaMatriz/src/casamatriz/FXMLReportes.fxml,2,0,46
Java,./BencineraTCP/CasaMatriz/src/sucursal/Reporte.java,14,9,41
HTML,./BencineraTCP/Surtidorr/dist/Surtidorr.html,3,2,40
HTML,./BencineraTCP/Sucursal/dist/Sucursal.html,3,2,40
HTML,./BencineraTCP/CasaMatriz/dist/CasaMatriz.html,3,2,40
Java,./BencineraTCP/Sucursal/src/sucursal/FileHandler.java,3,9,37
Java,./BencineraTCP/CasaMatriz/src/casamatriz/FileHandler.java,3,9,37
Java,./BencineraTCP/Surtidorr/src/sucursal/Falla.java,13,9,35
Java,./BencineraTCP/CasaMatriz/src/casamatriz/CasaMatriz.java,6,12,32
Java,./BencineraTCP/CasaMatriz/src/sucursal/Sucursal.java,12,9,29
XML,./BencineraTCP/Sucursal/nbproject/project.xml,0,0,25
XML,./BencineraTCP/Surtidorr/nbproject/project.xml,0,0,25
XML,./BencineraTCP/CasaMatriz/nbproject/project.xml,0,0,25
Java,./BencineraTCP/Sucursal/src/sucursal/InfoSurtidor.java,2,9,24
XML,./BencineraTCP/Sucursal/nbproject/private/private.xml,0,0,15
XML,./BencineraTCP/Surtidorr/nbproject/private/private.xml,0,0,14
XML,./BencineraTCP/CasaMatriz/nbproject/private/private.xml,0,0,13
Java,./BencineraTCP/Surtidorr/src/surtidorr/SharedInfo.java,4,10,10
Java,./BencineraTCP/CasaMatriz/src/casamatriz/SharedInfo.java,2,10,8
XML,./BencineraTCP/Sucursal/build.xml,10,39,4
XML,./BencineraTCP/Surtidorr/build.xml,10,39,4
XML,./BencineraTCP/CasaMatriz/build.xml,10,39,4
Bourne Shell,./BencineraTCP/CasaMatriz/iniciar_casamatriz.sh,0,0,2
SUM,,1679,2466,21952
