language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.82  T=0.96 s (572.6 files/s, 181020.2 lines/s)"
CSS,./Proyecto2TW/public/gestion/css/style.css,2042,67,15285
JavaScript,./Proyecto2TW/public/vendors/jquery-ui/jquery-ui.js,3068,2075,13563
JSON,./Proyecto2TW/package-lock.json,0,0,9992
CSS,./Proyecto2TW/public/css/bootstrap.css,1092,7,8215
JavaScript,./Proyecto2TW/public/assets/plugins/flot/jquery.js,1495,1432,6545
SVG,./Proyecto2TW/public/gestion/css/icons/material-design-iconic-font/fonts/materialdesignicons-webfont.svg,0,0,5520
CSS,./Proyecto2TW/public/gestion/css/icons/weather-icons/css/weather-icons-wind.min.css,0,0,5331
CSS,./Proyecto2TW/public/gestion/css/icons/material-design-iconic-font/css/material-design-iconic-font.css,0,6,5160
CSS,./Proyecto2TW/public/vendors/animate-css/animate.css,529,11,2800
CSS,./Proyecto2TW/public/css/style.css,293,144,2666
CSS,./Proyecto2TW/public/vendors/owl-carousel/assets/animated.css,16,8,2466
JavaScript,./Proyecto2TW/public/assets/plugins/flot/jquery.flot.js,527,402,2239
CSS,./Proyecto2TW/public/gestion/scss/icons/font-awesome/css/fontawesome-all.css,915,6,1934
CSS,./Proyecto2TW/public/gestion/scss/icons/font-awesome/css/fontawesome.css,912,6,1907
CSS,./Proyecto2TW/public/gestion/css/icons/weather-icons/css/weather-icons.css,577,21,1763
JavaScript,./Proyecto2TW/public/assets/plugins/gmaps/gmaps.js,430,38,1736
SVG,./Proyecto2TW/public/gestion/scss/icons/font-awesome/webfonts/fa-solid-900.svg,0,4,1640
JavaScript,./Proyecto2TW/public/assets/plugins/perfect-scrollbar/dist/perfect-scrollbar.jquery.min.js,245,25,1299
Sass,./Proyecto2TW/public/scss/_elements.scss,197,0,1244
CSS,./Proyecto2TW/public/vendors/jquery-ui/jquery-ui.css,41,48,1222
Markdown,./Proyecto2TW/public/assets/plugins/flot/API.md,338,0,1160
JavaScript,./Proyecto2TW/public/assets/plugins/flot/excanvas.js,187,151,1090
JavaScript,./Proyecto2TW/public/assets/plugins/perfect-scrollbar/dist/perfect-scrollbar.common.js,182,38,1086
JavaScript,./Proyecto2TW/public/assets/plugins/perfect-scrollbar/dist/perfect-scrollbar.esm.js,181,38,1085
LESS,./Proyecto2TW/public/gestion/css/icons/themify-icons/themify-icons.less,3,1,1077
CSS,./Proyecto2TW/public/gestion/css/icons/themify-icons/themify-icons.css,3,1,1077
CSS,./Proyecto2TW/public/gestion/scss/icons/themify-icons/themify-icons.css,0,1,1075
CSS,./Proyecto2TW/public/gestion/css/icons/themify-icons/ie7/ie7.css,0,0,1056
SVG,./Proyecto2TW/public/gestion/scss/icons/font-awesome/webfonts/fa-brands-400.svg,0,4,1007
Sass,./Proyecto2TW/public/gestion/scss/icons/font-awesome/scss/_variables.scss,3,3,883
LESS,./Proyecto2TW/public/gestion/scss/icons/font-awesome/less/_variables.less,2,2,881
Sass,./Proyecto2TW/public/gestion/scss/icons/font-awesome/scss/_icons.scss,1,0,875
LESS,./Proyecto2TW/public/gestion/scss/icons/font-awesome/less/_icons.less,1,2,873
Sass,./Proyecto2TW/public/scss/_blog.scss,34,9,824
JavaScript,./Proyecto2TW/public/js/jquery.form.js,120,232,822
