entity,n-revs
backend/routes/api.php,2
backend/composer.lock,2
backend/app/User.php,2
backend/config/app.php,2
backend/app/Http/Kernel.php,2
backend/resources/views/welcome.blade.php,2
frontend/package.json,2
frontend/.gitignore,2
frontend/src/scss/component/load.scss,1
frontend/src/containers/LogIn/components/LogInForm.jsx,1
backend/app/Console/Kernel.php,1
frontend/src/containers/App/App.jsx,1
backend/config/cache.php,1
backend/bootstrap/cache/.gitignore,1
frontend/build/static/css/2.83dc3400.chunk.css,1
backend/.styleci.yml,1
frontend/src/containers/ExampleTwo/components/ExampleCard.jsx,1
frontend/build/favicon.ico,1
frontend/src/containers/App/App.test.js,1
backend/storage/framework/.gitignore,1
backend/public/index.php,1
frontend/build/service-worker.js,1
frontend/src/containers/Layout/sidebar/SidebarContent.jsx,1
backend/app/Exceptions/Handler.php,1
frontend/src/containers/LogIn/index.jsx,1
backend/config/session.php,1
frontend/config/env.js,1
frontend/build/load.css,1
frontend/build/fav.ico,1
frontend/src/shared/img/404/404.png,1
backend/storage/logs/.gitignore,1
frontend/package-lock.json,1
backend/database/migrations/2014_10_12_100000_create_password_resets_table.php,1
frontend/build/manifest.json,1
frontend/src/redux/actions/rtlActions.js,1
backend/app/Http/Middleware/EncryptCookies.php,1
backend/config/jwt.php,1
frontend/build/static/css/main.349598ca.chunk.css.map,1
frontend/src/containers/ExampleTwo/index.jsx,1
frontend/src/scss/settings/variable.scss,1
frontend/src/containers/Example/components/ExampleCard.jsx,1
frontend/src/redux/actions/sidebarActions.js,1
frontend/src/scss/component/form.scss,1
frontend/src/redux/actions/themeActions.js,1
backend/app/Http/Controllers/Auth/ResetPasswordController.php,1
frontend/config/webpackDevServer.config.js,1
frontend/public/favicon.ico,1
backend/public/web.config,1
frontend/src/containers/App/Router.jsx,1
backend/webpack.mix.js,1
backend/.gitattributes,1
backend/app/Providers/AppServiceProvider.php,1
README.md,1
frontend/src/scss/generic/box-sizing.scss,1
backend/public/.htaccess,1
backend/tests/Unit/ExampleTest.php,1
frontend/config/jest/cssTransform.js,1
backend/app/Providers/AuthServiceProvider.php,1
backend/resources/lang/en/validation.php,1
backend/resources/js/bootstrap.js,1
backend/config/view.php,1
backend/app/Http/Requests/RegistrationFormRequest.php,1
frontend/src/serviceWorker.js,1
backend/storage/app/.gitignore,1
backend/.env.example,1
frontend/build/static/js/main.077d0289.chunk.js,1
backend/resources/lang/en/passwords.php,1
backend/bootstrap/app.php,1
backend/app/Providers/RouteServiceProvider.php,1
frontend/src/scss/component/card.scss,1
frontend/build/static/media/logo_light.66592fa4.svg,1
backend/server.php,1
backend/app/Http/Middleware/CheckForMaintenanceMode.php,1
backend/config/logging.php,1
backend/config/auth.php,1
backend/database/migrations/2019_08_19_000000_create_failed_jobs_table.php,1
backend/config/broadcasting.php,1
frontend/src/scss/base/typography.scss,1
frontend/src/containers/App/ScrollToTop.jsx,1
frontend/src/scss/generic/normalize.scss,1
frontend/build/static/media/logo_dark.6cd04c4e.svg,1
frontend/src/containers/App/MainWrapper.jsx,1
backend/database/factories/UserFactory.php,1
backend/config/mail.php,1
frontend/src/shared/img/404/bg_404.png,1
backend/readme.md,1
frontend/src/scss/component/topbar.scss,1
backend/database/seeds/DatabaseSeeder.php,1
backend/routes/web.php,1
backend/tests/TestCase.php,1
frontend/src/scss/component/check-box.scss,1
frontend/src/redux/reducers/rtlReducer.js,1
frontend/src/redux/reducers/themeReducer.js,1
backend/storage/framework/sessions/.gitignore,1
frontend/src/scss/component/btn.scss,1
backend/resources/lang/en/auth.php,1
frontend/public/img/ava.png,1
backend/app/Http/Controllers/Auth/LoginController.php,1
frontend/src/scss/containers/account.scss,1
backend/config/hashing.php,1
backend/routes/channels.php,1
frontend/build/static/js/runtime~main.b6de3c1a.js.map,1
backend/app/Providers/BroadcastServiceProvider.php,1
frontend/src/containers/Layout/topbar/Topbar.jsx,1
backend/config/database.php,1
backend/storage/framework/cache/data/.gitignore,1
frontend/yarn.lock,1
frontend/src/shared/img/logo/logo_light.svg,1
backend/tests/Feature/ExampleTest.php,1
backend/storage/app/public/.gitignore,1
frontend/config/webpack.config.dev.js,1
frontend/src/index.jsx,1
frontend/config/jest/fileTransform.js,1
backend/app/Http/Middleware/TrimStrings.php,1
backend/app/Http/Controllers/Controller.php,1
backend/config/queue.php,1
backend/database/migrations/2014_10_12_000000_create_users_table.php,1
frontend/scripts/build.js,1
backend/storage/framework/testing/.gitignore,1
backend/routes/console.php,1
frontend/src/containers/Layout/topbar/TopbarSidebarButton.jsx,1
frontend/src/shared/img/logo/logo_dark.svg,1
frontend/src/containers/Layout/sidebar/Sidebar.jsx,1
backend/tests/CreatesApplication.php,1
frontend/src/containers/Layout/sidebar/SidebarCategory.jsx,1
frontend/src/scss/component/sidebar.scss,1
backend/artisan,1
backend/app/Http/Middleware/RedirectIfAuthenticated.php,1
backend/app/Http/Middleware/TrustProxies.php,1
backend/config/filesystems.php,1
backend/.gitignore,1
backend/config/services.php,1
frontend/build/static/css/main.349598ca.chunk.css,1
frontend/build/precache-manifest.1786c8f1c45ccbe9c91df88c340092f4.js,1
frontend/public/load.css,1
frontend/src/redux/reducers/index.js,1
frontend/src/containers/Example/index.jsx,1
backend/public/favicon.ico,1
frontend/build/static/css/2.83dc3400.chunk.css.map,1
frontend/build/index.html,1
frontend/.eslintrc,1
frontend/build/static/js/main.077d0289.chunk.js.map,1
frontend/build/static/js/2.5e889f0a.chunk.js,1
frontend/src/containers/Layout/sidebar/SidebarLink.jsx,1
backend/app/Http/Controllers/Auth/RegisterController.php,1
frontend/build/static/js/runtime~main.b6de3c1a.js,1
backend/app/Providers/EventServiceProvider.php,1
frontend/build/static/js/2.5e889f0a.chunk.js.map,1
backend/.editorconfig,1
frontend/src/containers/App/store.js,1
frontend/src/scss/objects/layout.scss,1
frontend/public/img/burger.svg,1
frontend/src/redux/reducers/sidebarReducer.js,1
frontend/config/paths.js,1
backend/database/.gitignore,1
frontend/src/shared/components/form/CheckBox.jsx,1
frontend/scripts/start.js,1
backend/tests/bootstrap.php,1
backend/app/Http/Controllers/AuthController.php,1
frontend/src/scss/app.scss,1
backend/package.json,1
frontend/src/containers/Layout/topbar/TopbarProfile.jsx,1
frontend/build/img/burger.svg,1
backend/public/robots.txt,1
backend/resources/lang/en/pagination.php,1
backend/app/Http/Controllers/Auth/VerificationController.php,1
frontend/src/containers/Layout/index.jsx,1
frontend/src/shared/prop-types/ReducerProps.js,1
backend/app/Http/Middleware/VerifyCsrfToken.php,1
backend/phpunit.xml,1
backend/resources/js/app.js,1
frontend/public/manifest.json,1
frontend/src/containers/Layout/topbar/TopbarMenuLink.jsx,1
frontend/README.md,1
frontend/build/asset-manifest.json,1
frontend/config/webpack.config.prod.js,1
backend/app/Http/Controllers/Auth/ForgotPasswordController.php,1
backend/resources/sass/app.scss,1
frontend/public/index.html,1
backend/storage/framework/views/.gitignore,1
backend/storage/framework/cache/.gitignore,1
frontend/scripts/test.js,1
frontend/src/scss/base/scaffolding.scss,1
backend/app/Http/Middleware/Authenticate.php,1
frontend/build/img/ava.png,1
frontend/public/fav.ico,1
