entity,n-revs
CasaMatriz/src/casamatriz/FXMLDocumentController.java,24
Surtidorr/src/surtidorr/Cliente.java,21
Surtidorr/src/surtidorr/FXMLDocumentController.java,20
Surtidorr/dist/Surtidorr.jnlp,18
Surtidorr/build/built-jar.properties,18
Sucursal/src/sucursal/BaseDeDatos.java,18
Sucursal/src/sucursal/FXMLDocumentController.java,18
Surtidorr/dist/Surtidorr.jar,18
Surtidorr/dist/Surtidorr.html,18
Surtidorr/build/classes/surtidorr/FXMLDocumentController.class,15
CasaMatriz/src/casamatriz/servidor/Worker.java,14
CasaMatriz/dist/CasaMatriz.jar,14
CasaMatriz/build/built-jar.properties,14
Surtidorr/build/classes/surtidorr/Cliente.class,14
CasaMatriz/dist/CasaMatriz.html,13
CasaMatriz/dist/CasaMatriz.jnlp,13
Sucursal/src/sucursal/Servidor.java,12
Sucursal/src/sucursal/Sucursal.java,11
Sucursal/src/sucursal/Worker.java,10
.DS_Store,9
CasaMatriz/src/casamatriz/CasaMatriz.java,9
CasaMatriz/src/casamatriz/servidor/BaseDatos.java,9
CasaMatriz/src/casamatriz/Cliente.java,9
CasaMatriz/build/classes/casamatriz/FXMLDocumentController.class,8
Surtidorr/src/surtidorr/Surtidorr.java,8
CasaMatriz/src/casamatriz/FXMLDocument.fxml,8
Sucursal/src/sucursal/FXMLDocument.fxml,8
CasaMatriz/src/casamatriz/FXMLReportesController.java,8
Sucursal/bencinera.db,7
CasaMatriz/src/casamatriz/servidor/Servidor.java,7
Sucursal/src/sucursal/Cliente.java,6
Surtidorr/src/surtidorr/FXMLDocument.fxml,6
Surtidorr/nbproject/private/private.properties,6
Surtidorr/dist/web-files/dtjava.js,6
Sucursal/src/sucursal/InfoSurtidor.java,6
Sucursal/src/sucursal/Transaccion.java,6
CasaMatriz/ultimainfo.ser,6
Sucursal/nbproject/project.properties,6
Surtidorr/build/classes/surtidorr/Surtidorr.class,6
Surtidorr/nbproject/jfx-impl.xml,6
Surtidorr/build/classes/surtidorr/FXMLDocument.fxml,6
Surtidorr/nbproject/private/private.xml,5
Sucursal/dist/Sucursal.html,5
Surtidorr/nbproject/UPDATED.TXT,5
Sucursal/dist/Sucursal.jar,5
Sucursal/build/built-jar.properties,5
CasaMatriz/src/casamatriz/SharedInfo.java,5
Sucursal/dist/Sucursal.jnlp,5
Sucursal/nbproject/genfiles.properties,4
Sucursal/build/classes/sucursal/Servidor.class,4
Surtidorr/dist/web-files/upgrade_java.png,4
Sucursal/build/classes/sucursal/BaseDeDatos.class,4
Surtidorr/dist/web-files/javafx-loading-100x100.gif,4
Surtidorr/dist/web-files/get_java.png,4
Surtidorr/dist/web-files/upgrade_javafx.png,4
CasaMatriz/build/classes/casamatriz/FXMLDocument.fxml,4
.gitignore,4
Surtidorr/dist/web-files/error.png,4
CasaMatriz/build/classes/casamatriz/CasaMatriz.class,4
Sucursal/build/classes/sucursal/InfoSurtidor.class,4
CasaMatriz/src/casamatriz/FXMLReportes.fxml,4
Surtidorr/src/surtidorr/SharedInfo.java,4
Sucursal/build/classes/sucursal/Sucursal.class,4
Surtidorr/dist/web-files/get_javafx.png,4
Surtidorr/build/classes/surtidorr/SharedInfo.class,4
Surtidorr/dist/web-files/javafx-loading-25x25.gif,4
Surtidorr/dist/web-files/javafx-chrome.png,4
Sucursal/nbproject/build-impl.xml,4
Surtidorr/build/.DS_Store,3
CasaMatriz/nbproject/jfx-impl.xml,3
Surtidorr/src/sucursal/Transaccion.java,3
Surtidorr/dist/run2133897384/web-files/error.png,3
Sucursal/build.xml,3
CasaMatriz/src/casamatriz/FileHandler.java,3
CasaMatriz/build/classes/sucursal/Informacion.class,3
Surtidorr/dist/run2133897384/web-files/javafx-loading-25x25.gif,3
Sucursal/nbproject/jfx-impl.xml,3
Sucursal/nbproject/project.xml,3
Surtidorr/dist/run2133897384/web-files/upgrade_java.png,3
Surtidorr/dist/run2133897384/web-files/javafx-chrome.png,3
CasaMatriz/src/sucursal/Informacion.java,3
Surtidorr/dist/run2133897384/web-files/upgrade_javafx.png,3
Surtidorr/dist/run2133897384/Surtidorr.jnlp,3
Surtidorr/dist/run2133897384/web-files/javafx-loading-100x100.gif,3
Surtidorr/dist/run2133897384/Surtidorr.jar,3
Sucursal/build/classes/sucursal/FXMLDocument.fxml,3
Surtidorr/dist/run2133897384/web-files/get_javafx.png,3
Surtidorr/build/classes/sucursal/Transaccion.class,3
Sucursal/dist/web-files/dtjava.js,3
Surtidorr/dist/run2133897384/web-files/dtjava.js,3
Sucursal/manifest.mf,3
Sucursal/build/classes/sucursal/FXMLDocumentController.class,3
Surtidorr/dist/run2133897384/Surtidorr.html,3
Surtidorr/.DS_Store,3
CasaMatriz/nbproject/project.properties,3
Surtidorr/dist/run2133897384/web-files/get_java.png,3
Surtidorr/dist/run1980735597/web-files/upgrade_java.png,2
Sucursal/dist/run2083541816/web-files/dtjava.js,2
Surtidorr/dist/run1048555439/web-files/get_javafx.png,2
Surtidorr/dist/run1980735597/web-files/error.png,2
Surtidorr/dist/run661834463/Surtidorr.jar,2
Sucursal/dist/run2083541816/lib/sqlite-jdbc-3.30.1.jar,2
CasaMatriz/nbproject/UPDATED.TXT,2
Surtidorr/dist/run610123790/Surtidorr.jar,2
Surtidorr/nbproject/build-impl.xml,2
